verdict,id,name,city,vegan_level,osm_id,osm_diet_vegan,website_status,strong_hits,counter_hits,hc_listed,chain_hit,reasoning,slug
SUSPECT,b37e076e-1e06-4375-a88d-5de36a0dab4e,"La Boucherie",Saint-Gilles,fully_vegan,9809964784,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",la-boucherie-saint-gilles
SUSPECT,a2226d85-23fb-4bc9-af3e-26d4a1f17df2,"Raisu",Liège,fully_vegan,9105114617,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",raisu-liege
CONFIRMED,1cd89d25-9e67-4ea6-b591-ea149f42306c,"Have A Roll Brussels",Ixelles,fully_vegan,10567916337,only,200,"","100% vegan",no,,"OSM diet:vegan="only" | Website confirms vegan: 100% vegan",have-a-roll-brussels-ixelles
SUSPECT,aa608697-6660-4fd3-85ad-7bfbd7f4c45d,"Il Valori",Etterbeek,fully_vegan,11190607778,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",il-valori-etterbeek
SUSPECT,74338c76-ea54-4083-9234-4cab515e4745,"Les délices du Cèdre",Florenne,fully_vegan,13045358562,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",les-delices-du-cedre-florenne
CONFIRMED,df4e8c95-4495-446e-8b86-3ff29857c89d,"Verdō",Ixelles,fully_vegan,10182206965,only,200,"","",no,,"OSM diet:vegan="only"",verdo-ixelles
CONFIRMED,cfc28c2f-040e-4d07-897f-c01fbd81dae8,"Pita Cleopatra",Mortsel,fully_vegan,11110239411,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan",pita-cleopatra-mortsel
SUSPECT,5a425c7d-b1dc-4ba7-ab66-f76063b92afa,"Salons Caipirinha",Lemberge,fully_vegan,3309267924,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",salons-caipirinha-lemberge
SUSPECT,a11bf69e-1f5a-4ca8-81fe-461352cbdf91,"La glacerie Chênée",Chenee,fully_vegan,8706534606,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",la-glacerie-chenee-chenee
SUSPECT,ca1e95cf-e578-436e-88c3-2e19dd8c1325,"Pizzeria Tutti",Etterbeek,fully_vegan,745608748,yes,fetch failed,"","",no,,"OSM diet:vegan="yes" | Website unreachable: fetch failed",pizzeria-tutti-etterbeek
CONFIRMED,bf05810f-8f1a-43f0-b765-b5128eeb79a2,"Taylor's",Saint-Gilles,fully_vegan,10079840715,only,200,"","",no,,"OSM diet:vegan="only"",taylor-s-saint-gilles
SUSPECT,a74818fe-052c-4f26-82a5-74f1e0ad98d7,"Bel'O",Molenbeek,fully_vegan,5033902222,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",bel-o-molenbeek
SUSPECT,95a243e9-245f-40c9-bb38-7b4978b2306f,"Pizza Mongers",Brussels,fully_vegan,10161609557,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",pizza-mongers-brussels
SUSPECT,cdeec926-014d-489b-9757-02eadc906e3b,"Kapa Specialty Coffee & Bakery",Schaerbeek,fully_vegan,10875386837,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",kapa-specialty-coffee-and-bakery-schaerbeek
SUSPECT,b236fe5d-25d8-4d4c-868b-7a091b39b61f,"Pure Veg India",Brussels,fully_vegan,11384812269,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",pure-veg-india-brussels-nx2o
CONFIRMED,1074e3b3-f72b-447a-8696-c6587377bc9b,"Meşhur Adıyaman Çiğ Köftecisi",Ghent,fully_vegan,11426088978,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan | Not in HappyCow vegan list for this city",meshur-ad-yaman-cig-koftecisi-gent
SUSPECT,748bcbfb-c391-4803-96c8-005d3e4658f9,"June",Brussels,fully_vegan,12762961501,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",june-brussels
CONFIRMED,12ca9ced-b206-4d7d-a4bc-2e3d9a8af5a6,"MoMu Café",Antwerp,fully_vegan,11677063112,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",momu-cafe-antwerpen
SUSPECT,610d5b67-96cc-4939-8f52-02de4ae98306,"Silex",Watermael-Boitsfort,fully_vegan,12194295833,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",silex-watermael-boitsfort-watermaal-bosvoorde
SUSPECT,88a0a27a-bbb2-4f17-bcda-44b1f3ec8ff2,"L'épicerie de Lustin",Profondeville,fully_vegan,1309181437,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",l-epicerie-de-lustin-profondeville
SUSPECT,36a47ad7-5ae1-45ce-a2f4-14f5dd93df71,"Zatar",Saint-Gilles,fully_vegan,993032378,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",zatar-saint-gilles
SUSPECT,f9cb911b-580c-42dc-b90c-28d4cacba330,"Hot Falafel",Ghent,fully_vegan,4694014271,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",hot-falafel-ghent
SUSPECT,73e377e6-11cf-4e99-b50b-0e1e954efdd6,"Cabinet d'ostéopathie vétérinaire",Tournai,fully_vegan,5154841004,yes,fetch failed,"","",no,,"OSM diet:vegan="yes" | Website unreachable: fetch failed",cabinet-d-osteopathie-veterinaire-tournai
CONFIRMED,adb2ab3f-88b8-456c-baf0-61fd73286559,"Oui Oui",Saint-Gilles,fully_vegan,11375339931,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan",oui-oui-saint-gilles
SUSPECT,74255e39-fb4f-4727-9014-0ca6d59084c0,"Mémé Tartine",Mons,fully_vegan,3069275770,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",meme-tartine-mons
CONFIRMED,af7be4bf-8111-43d2-b5da-aa3899528994,"Humus x Hortense",Ixelles,fully_vegan,2459867484,only,200,"","",no,,"OSM diet:vegan="only"",humus-x-hortense-ixelles
SUSPECT,769693f6-dd4f-4604-bfbf-6b293491dc87,"La petite baguette",Ixelles,fully_vegan,12558790231,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",la-petite-baguette-ixelles
SUSPECT,933c9f0c-f480-4c34-8e92-47a868fdc3db,"Snack Merode",Etterbeek,fully_vegan,746463042,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",snack-merode-etterbeek
SUSPECT,a107b81d-f130-4657-b6bc-51fd43b93b67,"Little Happiness",Ghent,fully_vegan,12823556595,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",little-happiness-ghent
SUSPECT,4b180bb3-f12a-4d34-a250-ab34d22c494f,"Les 4 Jeudis",Saint-Josse,fully_vegan,4895392733,only,200,"turkey","",no,,"OSM diet:vegan="only" | Website mentions raw animal flesh: turkey",les-4-jeudis-saint-josse
SUSPECT,b2bdd67c-f4e2-4e6c-9c33-ebb7dd5f55a2,"Café Persona",Liège,fully_vegan,11708581555,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",cafe-persona-liege
SUSPECT,bb48b501-6f3d-4556-8755-64af68f5ec65,"Tapatat",Saint-Gilles,fully_vegan,7104254085,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",tapatat-saint-gilles
CONFIRMED,4fbde071-a69b-4590-93e1-400e93762adb,"WAY Plantbased Bakehouse",Ghent,fully_vegan,4256139406,only,200,"","",no,,"OSM diet:vegan="only" | Not in HappyCow vegan list for this city",way-plantbased-bakehouse-gent
CONFIRMED,67f15b0a-33d3-4433-b592-df2ac3ce5ae4,"Pépite",Saint-Gilles,fully_vegan,9654641548,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan",pepite-saint-gilles
SUSPECT,c0770ea2-9d1b-400a-b104-215f7ab1acc1,"Empanadas",Etterbeek,fully_vegan,8888794517,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",empanadas-etterbeek
SUSPECT,cea204a9-992f-4f36-8625-e3f8586d3835,"Les Rives du Gange",Watermael-Boitsfort,fully_vegan,2279446187,yes,200,"","",no,,"OSM diet:vegan="yes"",les-rives-du-gange-watermael-boitsfort-watermaal-bosvoorde
SUSPECT,d7fbd0c7-80f4-4bcb-85f0-d1c511a799e4,"La fenêtre",Ixelles,fully_vegan,7705278674,yes,200,"","",no,,"OSM diet:vegan="yes"",la-fenetre-ixelles
SUSPECT,ae7d7a48-bf05-4df7-ad46-0b2aa5345448,"Le Botaniste",Brussels,fully_vegan,4564340236,only,200,"beef, chicken","",yes,,"OSM diet:vegan="only" | Website mentions raw animal flesh: beef, chicken | HappyCow lists as Vegan for this city",le-botaniste-brussels
SUSPECT,e2ce7526-cb12-4353-b734-d03f450a3f73,"Chandigarh",Brussels,fully_vegan,3873671159,yes,200,"","",no,,"OSM diet:vegan="yes" | Not in HappyCow vegan list for this city",chandigarh-brussels
CONFIRMED,d254f8b1-714f-4c86-9b53-754e106b0340,"Falafel TOP",Leuven,fully_vegan,3238529719,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",falafel-top-leuven
CONFIRMED,067112f7-20ab-4fd0-9a49-be20b56c7b98,"Lucifer Lives",Ixelles,fully_vegan,7984205984,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan",lucifer-lives-ixelles
LIKELY,d4cdfc03-9e37-460f-86b4-cd1140e5353d,"La Saga",Brussels,fully_vegan,,,200,"","",no,,"Not in HappyCow vegan list for this city",la-saga-brussels
CONFIRMED,e6bb9fc0-832d-4675-8c49-1f28838c24cc,"Verdō",Brussels,fully_vegan,10182206965,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",verdo-brussels
SUSPECT,d8b79677-0fa6-4912-86f3-aa3ac4103773,"Resto Bar Recyclart",Molenbeek,fully_vegan,9883890893,yes,200,"turkey","",no,,"OSM diet:vegan="yes" | Website mentions raw animal flesh: turkey",resto-bar-recyclart-molenbeek
SUSPECT,db40b563-300a-49bf-89fb-5fe202b366c6,"Le Botaniste",Ghent,fully_vegan,4052744492,only,200,"beef, chicken","",yes,,"OSM diet:vegan="only" | Website mentions raw animal flesh: beef, chicken | HappyCow lists as Vegan for this city",le-botaniste-gent
CONFIRMED,e9dc5c58-3c85-4591-9d1a-4f289859e46e,"Lucifer Lives",Brussels,fully_vegan,7984205984,only,(no website),"","",yes,,"OSM diet:vegan="only" | No website to scan | HappyCow lists as Vegan for this city",lucifer-lives-brussels
CONFIRMED,986f53af-fd2e-43e2-b598-d5d7e9c5f56c,"Bastille - Pâtisserie vegan",Liège,fully_vegan,10294762329,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan | Not in HappyCow vegan list for this city",bastille-patisserie-vegan-liege
CONFIRMED,df1a4aae-4782-4d99-a45f-153cfb1adc47,"Mr. Falafel",Brussels,fully_vegan,4418285581,only,(no website),"","",yes,,"OSM diet:vegan="only" | No website to scan | HappyCow lists as Vegan for this city",mr-falafel-brussels
CONFIRMED,207d9eb3-2c19-4b2d-976c-029511a3e190,"TerTer",Saint-Gilles,fully_vegan,12751773646,only,200,"oyster, turkey","fully plant-based",no,,"OSM diet:vegan="only" | Website mentions raw animal flesh: oyster, turkey | Website confirms vegan: fully plant-based",terter-saint-gilles
CONFIRMED,32674f17-dc11-4ce2-9889-713e89c53004,"Have A Roll Brussels",Brussels,fully_vegan,10567916337,only,200,"","100% vegan",no,,"OSM diet:vegan="only" | Website confirms vegan: 100% vegan | Not in HappyCow vegan list for this city",have-a-roll-brussels-brussels
SUSPECT,ff245c09-bf10-4860-bdb9-e5a28622172b,"Pardon",Saint-Gilles,fully_vegan,7174918160,yes,200,"","",no,,"OSM diet:vegan="yes"",pardon-saint-gilles
CONFIRMED,ff45dbec-ae4b-4aff-b440-6042b6aa2b69,"Full Circle Coffee",Ghent,fully_vegan,4916749806,only,200,"","100% vegan, 100% plant-based",no,,"OSM diet:vegan="only" | Website confirms vegan: 100% vegan, 100% plant-based | Not in HappyCow vegan list for this city",full-circle-coffee-gent
SUSPECT,b667884c-a467-43f0-b74a-7a17d6c4921f,"Indian Royal Spicy",Etterbeek,fully_vegan,2422639573,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",indian-royal-spicy-etterbeek
WRONG,3d054858-4c39-4ec4-a5f0-372174b530bf,"Vegan Butcher",Schaerbeek,fully_vegan,10012300961,only,200,"beef, chicken, bacon, sausage, chorizo, salami","entirely vegan",no,,"OSM diet:vegan="only" | Website mentions raw animal flesh: beef, chicken, bacon, sausage, chorizo | Website confirms vegan: entirely vegan",vegan-butcher
CONFIRMED,28b35501-0ef3-455b-bf3f-a49a3ef5ad9e,"De Frietdroom",Deinze,fully_vegan,9727612734,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan",de-frietdroom-deinze
WRONG,0b63f428-9183-48a3-9b76-1b4740415983,"Vegan Butcher",Saint-Josse,fully_vegan,10012300961,only,200,"beef, chicken, bacon, sausage, chorizo, salami","entirely vegan",no,,"OSM diet:vegan="only" | Website mentions raw animal flesh: beef, chicken, bacon, sausage, chorizo | Website confirms vegan: entirely vegan",vegan-butcher-saint-josse
CONFIRMED,4add8d86-0cf0-495b-9dc0-2762302df562,"Taylor's",Brussels,fully_vegan,10079840715,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",taylor-s-brussels
LIKELY,ce36924d-252b-46ec-8b97-6fcdfefc14fe,"Memorijs",Leuven,fully_vegan,,,200,"","",no,,"Not in HappyCow vegan list for this city",memorijs-leuven
CONFIRMED,6da3c349-9cef-4237-9804-98b22132fece,"Catberry",Ghent,fully_vegan,10295133531,only,200,"","",no,,"OSM diet:vegan="only" | Not in HappyCow vegan list for this city",catberry-gent
CONFIRMED,78f995e5-b72c-48cf-acd2-756bb785aa94,"La Pâtisserie Vegan",Liège,fully_vegan,9105067617,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan | Not in HappyCow vegan list for this city",la-patisserie-vegan-liege
SUSPECT,a17c387a-9ada-455a-b58a-667a2bbeec8b,"Hart",Antwerp,fully_vegan,11912108464,only,200,"sausage, steak","",yes,,"OSM diet:vegan="only" | Website mentions raw animal flesh: sausage, steak | HappyCow lists as Vegan for this city",hart-antwerpen
CONFIRMED,a42010b5-7cc3-481d-811f-3ad9457de4a8,"Nöje",Schaerbeek,fully_vegan,12843842403,only,200,"","",no,,"OSM diet:vegan="only"",noje-schaerbeek
CONFIRMED,754ac501-bd92-472a-afe0-ce191b85e89a,"Gigkoftem",Antwerp,fully_vegan,11634940741,only,(no website),"","",no,,"OSM diet:vegan="only" | No website to scan | Not in HappyCow vegan list for this city",gigkoftem-antwerp
WRONG,c10c80db-b196-4335-9052-e4683b97dbd4,"Plant A Pizza",Ghent,fully_vegan,9740821856,only,200,"beef, lamb, shrimp, bacon","",yes,,"OSM diet:vegan="only" | Website mentions raw animal flesh: beef, lamb, shrimp, bacon | HappyCow lists as Vegan for this city",plant-a-pizza-gent
CONFIRMED,c75ee403-7ef9-4f77-b7be-777a264f3944,"Vegan Chouke",Brussels,fully_vegan,12354891130,only,(no website),"","",yes,,"OSM diet:vegan="only" | No website to scan | HappyCow lists as Vegan for this city",vegan-chouke-brussels
CONFIRMED,c9566b0f-9dc8-4f0f-9e4a-ff65e4994105,"Lokaal",Ghent,fully_vegan,12208404072,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",lokaal-gent
CONFIRMED,d324c2fb-fd9d-4b23-a0fa-30899c8ae0a5,"Veganwaf'",Brussels,fully_vegan,11116448026,only,200,"","",no,,"OSM diet:vegan="only" | Not in HappyCow vegan list for this city",veganwaf-brussels
SUSPECT,34f6abf3-50a8-42ee-9840-a7fcf3510e20,"Fries and More Vegan",Brussels,fully_vegan,10848737060,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",fries-and-more-vegan-brussels
SUSPECT,655f285b-9623-4348-8ef6-e96df9737aa2,"Snack Sympa",Ixelles,fully_vegan,2441937856,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",snack-sympa-ixelles
CONFIRMED,bc0739a3-41cd-493d-9d01-9cea8dee9a35,"Lil Bao",Brussels,fully_vegan,10542820009,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",lil-bao-brussels
CONFIRMED,ff71e469-87b0-40ad-bc65-0ede98cb40d6,"Fluffy Falafel",Kortrijk,fully_vegan,9884355995,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",fluffy-falafel-kortrijk
SUSPECT,65dbb3b8-0032-4b86-bd35-d256ad5b20ac,"Planttrekkerij",Antwerp,fully_vegan,13607927401,yes,200,"","",yes,,"OSM diet:vegan="yes" | HappyCow lists as Vegan for this city",planttrekkerij-antwerp
SUSPECT,64c14715-a632-4e76-86aa-03ff44e61f4a,"Arya Bhavan",Saint-Gilles,fully_vegan,6648221262,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan",arya-bhavan-saint-gilles
CONFIRMED,626113b7-4b6d-43f4-a345-fe27f6c376f3,"Ludo",Ghent,fully_vegan,5618349223,only,(no website),"","",yes,,"OSM diet:vegan="only" | No website to scan | HappyCow lists as Vegan for this city",ludo-gent
SUSPECT,c4810dca-687f-4bef-8261-1eed03557c4d,"Kawa Club",Watermael-Boitsfort,fully_vegan,13003858675,yes,200,"","",no,,"OSM diet:vegan="yes"",kawa-club-watermael-boitsfort-watermaal-bosvoorde
CONFIRMED,a9cc9635-9d30-4a17-93b5-e97b24f7ce0b,"Succulente",Anderlecht,fully_vegan,1321573466,only,200,"","",no,,"OSM diet:vegan="only"",succulente-anderlecht
CONFIRMED,41615f8f-4464-4036-beda-a1147a01b47f,"Soul Kitchen",Ghent,fully_vegan,5986142786,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",soul-kitchen-gent
CONFIRMED,64d4f9b3-2e6a-4473-b1dc-ffdd71f4c6e9,"De Salopette",Ghent,fully_vegan,6942598387,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",de-salopette-gent
CONFIRMED,79a17c30-87d6-4ffb-b4c5-9d0253c156c3,"Kato Gateaux",Mechelen,fully_vegan,10618574136,only,200,"","",yes,,"OSM diet:vegan="only" | HappyCow lists as Vegan for this city",kato-gateaux-mechelen
SUSPECT,38825dc3-3261-42a3-976b-855fdcd1daa5,"Buddy Buddy",Ixelles,fully_vegan,7976058340,only,200,"turkey","",no,,"OSM diet:vegan="only" | Website mentions raw animal flesh: turkey",buddy-buddy-ixelles
LIKELY,ff4ad527-c77e-4ae7-887b-45a4d6b0da17,"Moon Food",Brussels,fully_vegan,,,404,"","",no,,"Website unreachable: 404 | Not in HappyCow vegan list for this city",moon-food-brussels
SUSPECT,bbf70f22-efc3-44a9-82db-2bfe55ed7328,"L’Alchimiste",Saint-Gilles,fully_vegan,11649060382,only,200,"turkey","",no,,"OSM diet:vegan="only" | Website mentions raw animal flesh: turkey",l-alchimiste-saint-gilles
LIKELY,23723a7d-377e-4940-a2e7-72ce25fd0df2,"The Loving Hut",Leuven,fully_vegan,,,200,"","",no,,"Not in HappyCow vegan list for this city",the-loving-hut-leuven
SUSPECT,00e71d04-ec5c-44f1-926f-e26bc0c3b033,"CHYL",Brussels,fully_vegan,7099504885,yes,(no website),"","",no,,"OSM diet:vegan="yes" | No website to scan | Not in HappyCow vegan list for this city",chyl-brussels
SUSPECT,53cf989a-8e71-4d07-97ea-8a043d0510e9,"Noordoever",Leuven,fully_vegan,4076019914,yes,200,"","",no,,"OSM diet:vegan="yes" | Not in HappyCow vegan list for this city",noordoever-leuven
SUSPECT,e937b6cf-189b-4681-8a8c-f1c8dba4a482,"Mau Kattencafé",Genk,fully_vegan,,,200,"beef","",no,,"Website mentions raw animal flesh: beef",mau-kattencafe-genk
LIKELY,aed1151b-d0b6-463c-a47a-cdbe4dfa6e32,"And/or",Antwerp,fully_vegan,,,200,"","",yes,,"HappyCow lists as Vegan for this city",and-or-antwerp